chromosome	position
5	170067880
5	170255888
5	170401968
5	170412188
5	170413365
5	170413976
5	170421449
5	170633688
5	170724212
5	170821451
5	170821969
5	170823799
5	170824643
5	170828221
5	170978013
5	171049951
5	171202290
5	171269222
5	171299019
5	171362823
5	171363180
5	171523606
5	171691242
5	171705135
5	171706350
5	171711004
5	171878343
5	171890172
5	171890765
5	172022340
5	172022523
5	172023565
5	172091150
5	172099234
5	172293976
5	172471766
5	172742833
5	172742954
5	172808405
5	172810787
5	172812646
5	172815965
5	172920332
5	172933870
5	172934114
5	173168577
5	173165284
5	173161686
5	173387492
5	173387786
5	173618871
5	173689727
5	173695695
5	173696521
5	173760035
5	173801214
5	174140953
5	174296556
5	174350696
5	174358424
5	174407191
5	174625464
5	174672033
5	175594688
5	175727442
5	175730890
5	175732073
5	175738033
5	175867075
5	176033308
5	176032873
5	176032844
5	176032309
5	176123818
5	176219828
5	176222163
5	176247871
5	176328926
5	176485985
5	176490601
5	176590820
5	176984900
5	177233169
5	177246836
5	177661350
5	177662028
5	177854505
5	177977532
5	178072999
5	178083805
5	178086246
5	178086270
5	178087527
5	178090043
5	178265361
5	178351958
5	178582938
5	179288758
5	179288608
5	179272057
5	179270149
5	179269731
5	179268540
5	179266089
5	179197383
5	179153205
5	179152958
5	179152915
5	179150092
5	179014380
5	179011004
5	178948448
5	178945658
5	178945090
5	178944136
5	178895347
5	178813188
5	180039079
5	180180393
5	180410228
5	180438569
5	180440398
5	180581811
5	181584279
5	181584459
5	181586455
5	181588001
5	182124296
5	182247518
5	182250120
5	182437019
5	182449952
5	182518953
5	182518999
5	182540145
5	182576479
5	182576546
5	182584625
5	182760412
5	183157616
5	183325772
5	183485063
5	183485612
5	183609462
5	184064373
5	184161821
5	184157416
5	184204981
5	184223982
5	184234139
5	184289705
5	184287909
5	184340222
5	184347551
5	184353254
5	184431515
5	184448878
5	184472123
5	184493114
5	184693822
5	184693922
5	184701046
5	184701097
5	185100947
5	185289136
5	185408499
5	185414197
5	185499197
5	185536719
5	185569569
5	185570018
5	185577768
5	185616880
5	185626663
5	185645899
5	185657478
5	185659837
5	185666322
5	185781516
5	186100767
5	186256668
5	186283132
5	186407979
5	186419526
5	186504672
5	186505139
5	186506816
5	186507337
5	186619792
5	186676883
5	186677273
5	186680003
5	186726280
5	186735620
5	186795332
5	186832399
5	186832519
5	186833082
5	186833242
5	186834205
5	186834665
5	186840719
5	186875622
5	186875959
5	186876984
5	186877061
5	195126229
5	195127011
5	195128006
5	195128043
5	195188911
5	186942908
5	186965004
5	186966852
5	186970512
5	187015106
5	187084323
5	187081977
5	187200869
5	187201115
5	187470909
5	187497887
5	187569950
5	187570391
5	187571328
5	187572309
5	187572334
5	187658800
5	187659740
5	187662469
5	187805920
5	187807935
5	187810548
5	187848427
5	187849151
5	188103141
5	188105179
5	188389770
5	188389851
5	188458270
5	188477751
5	188485126
5	188666818
5	188844410
5	188858417
5	188917817
5	188967385
5	189039722
5	189199760
5	189212159
5	189297601
5	189298844
5	189400564
5	189622520
5	189820513
5	189866304
5	189973810
5	190198831
5	190230852
5	190244324
5	190295698
5	190563737
5	190606550
5	190606643
5	190607001
5	190612421
5	195308079
5	195305780
5	195305530
5	195303760
5	195404385
5	195419630
5	195420051
5	195420093
5	190732112
5	190733381
5	190748468
5	190754176
5	190915237
5	190915345
5	190958848
5	191069785
5	191087720
5	191129292
5	191387228
5	191370337
5	191480346
5	191588534
5	191589913
5	191631818
5	191681696
5	191770094
5	192161103
5	192314755
5	192408872
5	192429919
5	192530786
5	192617138
5	192686846
5	192851051
5	192861744
5	192864891
5	192877479
5	192881166
5	193298336
5	193299188
5	193302977
5	193304285
5	193310245
5	193310292
5	193320243
5	193448537
5	193441097
5	193522593
5	193558217
5	193545280
5	193655790
5	193657500
5	193728059
5	193819299
5	194045435
5	194343387
5	194564159
5	194557472
5	194645297
5	194809373
5	194834817
5	194975095
5	195627055
5	195664709
5	195675181
5	195907116
5	196028622
5	196035271
5	196106672
5	196145254
5	196554418
5	196677556
5	196797503
5	196800867
5	196800935
5	196801925
5	196934389
5	196988123
5	197565868
5	197606891
5	197706146
5	197721064
5	197785684
5	197788438
5	197842083
5	197845600
5	197849696
5	197947780
5	197949227
5	197955159
5	197956628
5	197956749
5	197977371
5	198031317
5	198042302
5	198044880
5	198198007
5	198207220
5	198526942
5	198577903
5	198716544
5	198780746
5	198788164
5	198788722
5	198789197
5	198790554
5	198818482
5	198822759
5	198875157
5	198875178
5	198878652
5	199004828
5	199010896
5	199138547
5	199157425
5	199289073
5	199389918
5	199441263
5	199499952
5	199643263
5	199646692
5	199647442
5	199762148
5	199787315
5	199787873
5	199708385
5	199709925
5	199738275
5	199862393
5	200115761
5	200435300
5	200291823
5	200300836
5	200319039
5	200369124
5	200370065
5	200370729
5	200598221
5	201068390
5	201631693
5	201632654
5	201668024
5	201762162
5	201860168
5	201866173
5	201867745
5	202050690
5	202394540
5	202401440
5	202416118
5	202517637
5	202519090
5	202936259
5	203314299
5	203314879
5	203315551
5	203407056
5	203405835
5	203405660
5	203405146
5	203398234
5	203937780
5	204325778
5	204549411
5	204547665
5	204585691
5	204591001
5	205038990
5	205146942
5	205152520
5	205277878
5	205368137
5	205369332
5	205375554
5	205388187
5	205507081
5	205536334
5	205552836
5	205565899
5	205776348
5	205712566
5	205725938
5	205784390
5	205833315
5	205839245
5	206028761
5	206034309
5	206263616
5	206272652
5	206557530
5	206572663
5	206614618
5	206614663
5	206617605
5	206626924
5	206630305
5	206742569
5	206745001
5	206925544
5	207131739
5	207131812
5	207507138
5	207509606
5	207514452
5	207514848
5	207519300
5	207657718
5	207707589
5	207709637
5	207893084
5	207898261
5	207988748
5	208062672
5	208093582
5	208101492
5	208103840
5	208165878
5	204802850
5	204804987
5	204821767
5	208254880
5	208258228
5	208263077
5	208266767
5	208305427
5	208431333
5	208431304
5	208430805
5	208428683
5	208391725
5	208374081
5	208558166
5	208747561
5	208901247
5	208926808
5	208927201
5	208935009
5	208961769
5	208998238
5	209002292
5	209048500
5	209255165
5	209256794
5	209259225
5	209291748
5	209532454
5	209569020
5	209687402
5	209688413
5	209694832
5	209756423
5	209934483
5	210022600
5	210022668
5	210057452
5	210102674
5	210285595
5	210302213
5	211071609
5	211180654
5	211181652
5	211203727
5	211299834
5	211302398
5	211440190
5	211763572
5	212164824
5	212171510
5	212171641
5	212172916
5	212180410
5	212204526
5	213268261
5	213281277
5	213291984
5	213349642
5	213363591
5	214412948
5	214413180
5	214425587
5	214517424
5	214730290
5	215342055
5	215342366
5	215492412
5	215496561
5	215496594
5	215503271
5	215504482
5	215505132
5	215742501
5	215783463
5	215803547
5	215818932
5	215836136
5	215991421
5	215993979
5	215994565
5	216248219
5	216442223
5	216492096
5	216539556
5	216545585
5	216546720
5	216587298
5	216587356
5	216587409
5	216588171
5	216599422
5	216602534
5	216615641
5	216618669
5	216644366
5	216645166
5	216645682
5	216697367
5	216767040
5	217050801
5	217276445
5	217343352
5	217346154
5	217385572
5	217575428
5	217577665
5	217605247
5	217608498
5	217612664
5	217627514
5	217706489
5	217708600
6	129643
6	274557
6	272264
6	270035
6	269596
6	357366
6	360000
6	360231
6	360643
6	361630
6	361702
6	363667
6	363913
6	368076
6	369977
6	371625
6	403320
6	474347
6	632237
6	659803
6	663079
6	680353
6	702334
6	703337
6	781151
6	793903
6	1234387
6	1234918
6	1234976
6	1240386
6	1250822
6	1283298
6	1282845
6	1338837
6	1343626
6	1535919
6	1537436
6	1537626
6	1537832
6	1713312
6	1711874
6	1994553
6	2039806
6	2045413
6	2242075
6	2393222
6	2427171
6	2442702
6	2443378
6	2719992
6	2722897
6	2894197
6	3312817
6	3573076
6	3869343
6	3985457
6	4145891
6	4607882
6	4611822
6	4799383
6	4840974
6	4885267
6	4888582
6	4893044
6	4894329
6	5162023
6	5300754
6	5301427
6	5441740
6	5442509
6	5444145
6	5444332
6	5445335
6	5505298
6	5505932
6	5506217
6	5508544
6	5509549
6	5509591
6	5510227
6	5641102
6	5644062
6	6020863
6	6259596
6	6319329
6	6322668
6	6514321
6	6526704
6	6527815
6	6529301
6	6914558
6	7038488
6	7045264
6	7046840
6	7048463
6	8112677
6	8132793
6	8143156
6	8269265
6	8270546
6	8399325
6	8676007
6	8680823
6	8681437
6	8743662
6	9182479
6	9193384
6	9200702
6	9149251
6	9150681
6	9153415
6	9490668
6	9494025
6	9494694
6	9495603
6	9495744
6	9501960
6	21185064
6	21184140
6	21317002
6	21377346
6	21525870
6	21527010
6	21529491
6	21465715
6	21465769
6	21888894
6	21943197
6	22002697
6	22145603
6	22307211
6	22306673
6	22311769
6	22667086
6	22670220
6	22723772
6	22724472
6	22725025
6	22725167
6	22727094
6	22911180
6	22918392
6	22982819
6	23138767
6	23333953
6	23334105
6	23356731
6	23359020
6	23411373
6	23525249
6	23525874
6	23790972
6	23828204
6	24037050
6	24191397
6	24183548
6	24183179
6	24182470
6	24177262
6	24207869
6	24282378
6	24282498
6	24550220
6	24550532
6	24552334
6	24604489
6	24610573
6	25290574
6	25290605
6	25291385
6	25291808
6	25544937
6	25545092
6	25545479
6	25581860
6	25583328
6	25702710
6	25703764
6	25703927
6	25704555
6	25706000
6	25742463
6	26150516
6	26561498
6	26561789
6	26651921
6	26665997
6	26667626
6	26668014
6	26709560
6	26711730
6	26717497
6	26907468
6	26909746
6	26912570
6	26915830
6	26974433
6	26974484
6	27030902
6	27108271
6	27108407
6	27112438
6	27118729
6	27269689
6	27336226
6	27501007
6	27500967
6	27723391
6	27904433
6	27899230
6	28071987
6	28072480
6	28092637
6	28126890
6	28143880
6	28175590
6	28225260
6	28765463
6	28767888
6	29007463
6	29008031
6	29013973
6	29014849
6	29352618
6	29354370
6	29641154
6	29644949
6	29800898
6	29800854
6	29799492
6	29888588
6	29925660
6	30106132
6	30106824
6	30108118
6	30108167
6	30108412
6	30148127
6	30148449
6	30148658
6	30164323
6	30185766
6	30248412
6	30248468
6	30251301
6	30640889
6	30772949
6	31216992
6	31411586
6	31419660
6	31420193
6	31541307
6	31601533
6	31649249
6	31709110
6	31810442
6	31936469
6	32026839
6	32275206
6	32459990
6	32460267
6	32460777
6	32460903
6	32467067
6	32842201
6	32894431
6	32969515
6	32969549
6	33179342
6	33192908
6	33476903
6	33621959
6	33622429
6	33624521
6	33639195
6	33639338
6	34089945
6	34221310
6	34430694
6	34443143
6	34455853
6	34547664
6	34545075
6	34565567
6	34566837
6	34603600
6	34604810
6	34672237
6	34978861
6	34979538
6	34980557
6	35058254
6	35061156
6	35061300
6	35316604
6	35735082
6	35895383
6	35895666
6	36479781
6	36480685
6	36482118
6	36482276
6	36482387
6	36482946
6	36622302
6	36649428
6	36836714
6	36975439
6	36975862
6	37024404
6	37891097
6	37900131
6	37901115
6	37901146
6	37901285
6	38116522
6	38117061
6	38118190
6	38406984
6	38428663
6	38428730
6	38557671
6	38746722
6	38792386
6	39079387
6	39079563
6	39092195
6	39198599
6	39200582
6	39370888
6	39661086
6	39663072
6	39889813
6	39891277
6	39892230
6	39895499
6	40056412
6	40311394
6	40327189
6	40358252
6	40354769
6	40416814
6	40438466
6	40449349
6	40521822
6	40568194
6	40611639
6	40837901
6	41032606
6	41061115
6	41061170
6	41101255
6	41167966
6	41187575
6	41535730
6	41534833
6	41534791
6	41858347
6	41890145
6	41891586
6	41892257
6	41892418
6	42081033
6	42078974
6	42162865
6	42597784
6	42599956
6	42609399
6	42611951
6	42612005
6	42612959
6	42730934
6	43099064
6	43099928
6	43357743
6	43468429
6	43482169
6	43624775
6	43859545
6	43865638
6	43907957
6	43973360
6	43974498
6	43975532
6	44006176
6	44156217
6	44157038
6	44276474
6	44338761
6	44339765
6	44383530
6	44414679
6	44598240
6	44600228
6	44600266
6	44825266
6	44868040
6	45182335
6	45242829
6	45276471
6	45276138
6	45628482
6	45711965
6	45710493
6	45710133
6	45709076
6	45708377
6	45708038
6	45759289
6	45927925
6	45925588
6	45922466
6	45983973
6	46106642
6	46111110
6	46117245
6	46117268
6	46657140
6	46775470
6	46775720
6	47308425
6	47509159
6	47837925
6	47845187
6	47983967
6	48408309
6	14774026
6	16143879
6	16167793
6	16293036
6	16293292
6	16293622
6	16794273
6	16795395
6	16798481
6	16801942
6	16802079
6	16955494
6	17168747
6	17169318
6	17169360
6	17169394
6	17170013
6	17171737
6	17175420
6	17247901
6	17372345
6	17372369
6	17425732
6	17425840
6	17426420
6	17427705
6	17502191
6	17723425
6	17960951
6	18155761
6	18157068
6	18246324
6	18247710
6	18528809
6	18535896
6	18645872
6	18645992
6	18646399
6	18646911
6	18712665
6	18846283
6	18990291
6	18991117
6	18991481
6	19387109
6	19974815
6	19974941
6	20331726
6	50850961
6	51151250
6	51695097
6	52277051
6	52516710
6	52625384
6	52887498
6	53027224
6	53027658
6	53027832
6	53117232
6	53145556
6	53723914
6	54148560
6	54247786
6	54247984
6	54248005
6	54248069
6	54251937
6	54775617
6	54775680
6	54775789
6	54776941
6	54776987
6	54784534
6	55052925
6	55125724
6	55126140
6	55254281
6	55259192
6	55386978
6	55592661
6	55594812
6	55597339
6	55599117
6	55601639
6	55602513
6	55637932
6	55854813
6	55878334
6	55878361
6	55880946
6	55883656
6	55885096
6	56025285
6	56115109
6	56115716
6	56458968
6	56539412
6	56540052
6	56545616
6	56809291
6	56812907
6	57394679
6	57491493
6	57533668
6	57533926
6	57576209
6	57746532
6	57749647
6	57751745
6	58427404
6	58450692
6	58561506
6	58869799
6	58878274
6	59107964
6	59108050
6	59175576
6	59312351
6	59879975
6	59880024
6	59880325
6	59880882
6	59883557
6	60015584
6	60176632
6	60177144
6	60177832
6	60183933
6	60194276
6	60194317
6	60195781
6	60279478
6	60280001
6	60972688
6	60979613
6	61135886
6	61728691
6	61754377
6	61757054
6	61829287
6	61857563
6	61857661
6	62044618
6	62082751
6	62179786
6	62180859
6	62188494
6	62397312
6	62557996
6	62565793
6	62738183
6	62739878
6	62741187
6	62742793
6	62745719
6	63166712
6	63166786
6	63239611
6	63239747
6	63266696
6	63431324
6	63433831
6	63563322
6	65265328
6	65265896
6	65266627
6	65266862
6	65266979
6	65267239
6	65268411
6	65268479
6	65269187
6	65269257
6	65269344
6	65923325
6	65925392
6	65926072
6	65926629
6	65926939
6	66003417
6	66026705
6	66026956
6	66031584
6	66065370
6	66108450
6	66126431
6	66125982
6	66202992
6	66204702
6	66296975
6	66346850
6	66439087
6	66534826
6	66651791
6	66897824
6	67316957
6	68113779
6	68202169
6	68202647
6	68232744
6	68232782
6	68233802
6	68645942
6	68763375
6	68765609
6	68766087
6	68766637
6	68766721
6	68825239
6	68825276
6	68994298
6	68998189
6	68998582
6	69261892
6	69262160
6	69567780
6	69571310
6	69622212
6	69625785
6	69688447
6	69688858
6	69726072
6	69727194
6	69727443
6	70293307
6	70571681
6	70802055
6	70833714
6	70834992
6	70835018
6	70835457
6	70864070
6	70864693
6	70936686
6	70962116
6	70972718
6	71014292
6	71014658
6	71017008
6	71230284
6	71230617
6	71230814
6	71231034
6	71233168
6	71234616
6	71234825
6	71449176
6	71497777
6	71498791
6	71618692
6	71730248
6	71921054
6	71921180
6	71921246
6	71921957
6	72008935
6	72211258
6	72211939
6	72212170
6	72475608
6	72476476
6	72850838
6	72850864
6	72860546
6	72861571
6	72863169
6	72871610
6	72994260
6	73295411
6	73907685
6	73907805
6	73908801
6	73938745
6	74025858
6	74070890
6	74074360
6	74460151
6	74462121
6	74595069
6	74601427
6	74603462
6	74655518
6	74702484
6	74705326
6	74794873
6	74956718
6	75127641
6	75289437
6	75396393
6	75397363
6	75398920
6	75399241
6	75399874
6	75517057
6	75517766
6	75749404
6	75749425
6	75749519
6	75775768
6	76166802
6	76167968
6	76236112
6	76236367
6	76236458
6	76236727
6	76292724
6	76416681
6	76491536
6	76491615
6	76491798
6	76682314
6	76682386
6	76682450
6	76682666
6	76687944
6	76809547
6	76815451
6	76877696
6	76884519
6	76914028
6	76968055
6	76968201
6	76969238
6	76998786
6	77149248
6	77714029
6	78099789
6	78554130
6	78817769
6	79195608
6	79257235
6	79257300
6	79459377
6	79464968
6	79469507
6	79469637
6	79469769
6	79469926
6	79498070
6	79499073
6	79499812
6	79548121
6	79548264
6	79548472
6	79548522
6	79550788
6	79550936
6	79551128
6	79965889
6	79983337
6	80028483
6	80152973
6	80179416
6	80634524
6	80636379
6	80641938
6	80642550
6	80643656
6	80645961
6	80943440
6	80958030
6	80979748
6	81088693
6	81409876
6	81435254
6	81439534
6	81441236
6	81548085
6	81971017
6	82019955
6	82016672
6	82016007
6	82070466
6	82616620
6	82618202
6	82618762
6	82701408
6	82760131
6	82966516
6	83231282
6	83229191
6	83228582
6	83219673
6	83536983
6	83561945
6	83610415
6	83616120
6	83616189
6	83675474
6	83777116
6	83778246
6	83778276
6	83780992
6	83835566
6	83837770
6	83838149
6	83838186
6	83930912
6	83930938
6	84051369
6	84063333
6	84199384
6	84226459
6	84270374
6	84279972
6	84280914
6	84519878
6	84527427
6	84672159
6	84672851
6	84675383
6	84675424
6	84675992
6	84676427
6	84787299
6	84787343
6	84790438
6	85202347
6	85206564
6	85211749
6	85410480
6	85417385
6	85421237
6	85517575
6	85722762
6	85795071
6	85797519
6	85887333
6	85888021
6	86023895
6	86049903
6	86114946
6	86138690
6	86179751
6	86257528
6	86346930
6	86343371
6	86342333
6	86337361
6	86335722
6	86335656
6	86334779
6	86476196
6	86548762
6	86551758
6	86559137
6	86561164
6	86566972
6	86755707
6	86783150
6	87407838
6	87408254
6	87409094
6	87416883
6	87524512
6	87699804
6	87791637
6	87798893
6	88117035
6	88152214
6	88564187
6	88567207
6	88593813
6	88655789
6	88671354
6	88695394
6	88698639
6	88742823
6	88741074
6	88739915
6	88735705
6	88907571
6	88994021
6	89065990
6	89136550
6	89402578
6	89403767
6	89407625
6	89465314
6	89686818
6	89687544
6	89690412
6	89885879
6	89888723
6	90545997
6	90547632
6	90864198
6	90870232
6	90881574
6	90917259
6	91097048
6	91150330
6	91151288
6	91151309
6	91161212
6	91241027
6	91299676
6	91301581
6	91301969
6	91354606
6	91567185
6	91643101
6	91644334
6	91646266
6	91991460
6	91994697
6	92304502
6	92310111
6	92310819
6	92906117
6	92979543
6	92984383
6	92990402
6	93195146
6	93210938
6	93211208
6	93212433
6	93229752
6	93327975
6	63837414
6	63827496
6	63755946
6	63917986
6	63918523
6	63919965
6	63960138
6	63950155
6	64091988
6	64517501
6	64519479
6	64937985
6	93501111
6	93734379
6	93877213
6	93930971
6	93931013
6	94418426
6	94423983
6	94426320
6	94500719
6	94501456
6	94502702
6	94503447
6	94518559
6	94714065
6	94716432
6	94761727
6	94824073
6	94844621
6	94990876
6	95069599
6	95317927
6	95459971
6	95461184
6	95465220
6	95465885
6	95636281
6	95846377
6	95933408
6	95933670
6	95935081
6	95936532
6	95940965
6	96186278
6	96338681
6	96554171
6	96558982
6	96559546
6	96559678
6	96668677
6	96692171
6	96880264
6	96901048
6	96924975
6	97114856
6	97112901
6	97095209
6	97233201
6	97342090
6	97383013
6	97512253
6	97914067
6	97913770
6	97913220
6	98092885
6	98257387
6	98257427
6	98353404
6	98353438
6	98617712
6	98617787
6	98623605
6	98624653
6	98629034
6	98727957
6	98728031
6	98774548
6	98774576
6	98827479
6	98827571
6	99128125
6	99261906
6	99773353
6	99771941
6	99771528
6	99771241
6	99771219
6	99771109
6	99770955
6	99767468
6	99885193
6	99885497
6	99944495
6	99945984
6	99951067
6	99951415
6	99952156
6	100083671
6	100085953
6	100089361
6	100089740
6	100126607
6	100200639
6	100214304
6	100637262
6	100744568
6	101335877
6	101515016
6	101514013
6	101512010
6	102103691
6	102301727
6	102548654
6	102721360
6	102742115
6	103225465
6	103323355
6	103406208
6	103492330
6	103604345
6	103637898
6	103708930
6	103795209
6	104106198
6	104113156
6	104275034
6	104354143
6	104673553
6	104859110
6	104862051
6	104865093
6	104965149
6	105045847
6	105080857
6	105126452
6	105226877
6	105228607
6	105408986
6	105500541
6	105538377
6	105598010
6	105753687
6	106068683
6	106069077
6	106153240
6	106180655
6	106222051
6	106252221
6	106318856
6	106351187
6	106343142
6	106343044
6	106343000
6	109999906
6	110000028
6	110292115
6	110290517
6	110278526
6	110270082
6	110270013
6	110436330
6	110418263
6	110386056
6	110539766
6	110607104
6	110577043
6	110694194
6	110708938
6	110807377
6	110820107
6	111018772
6	111020209
6	111021789
6	111023175
6	111023230
6	111042744
6	111055555
6	111055584
6	111056503
6	111183761
6	111465966
6	111467163
6	111665043
6	111665783
6	111675340
6	111675946
6	111707039
6	106964908
6	106979676
6	107038313
6	107095754
6	107148306
6	107153551
6	107178735
6	107386172
6	107735294
6	107809678
6	107812487
6	107823289
6	107885930
6	107886218
6	108197375
6	108198588
6	108203587
6	108203832
6	108257101
6	108259081
6	108506724
6	108507573
6	108673066
6	108680881
6	108686044
6	108967600
6	109053885
6	109087406
6	109282216
6	109295972
6	109306744
6	109383683
6	109400090
6	109535889
6	109596982
6	109597081
6	109598791
6	109600979
6	109880360
6	111900688
6	111966409
6	111970010
6	112214318
6	112215613
6	112248590
6	112368422
6	112436068
6	112513165
6	112514282
6	112747404
6	112956183
6	113049413
6	113108667
6	113236821
6	113268603
6	113274586
6	113274957
6	113279790
6	113591167
6	113793958
6	113800713
6	113875193
6	113881489
6	113882044
6	113885030
6	113885926
6	113933867
6	114057236
6	114082980
6	114178400
6	114178476
6	114181162
6	114185516
6	114188703
6	114372664
6	114380489
6	114380935
6	114436694
6	114440316
6	114571650
6	114574886
6	114738775
6	114747898
6	114747992
6	114941372
6	114988361
6	115546681
6	115576252
6	115646664
6	115646688
6	115754148
6	115755136
6	115928425
6	115928531
6	115956908
6	116024727
6	116330505
6	116333707
6	116334089
6	116334669
6	116343446
6	116481267
6	116752721
6	117082436
6	117419198
6	117528093
6	117528973
6	117531752
6	117577675
6	117586086
6	117598710
6	117797189
6	117802133
6	117954930
6	118000415
6	118269121
6	118275933
6	118604616
6	118604782
6	118752044
6	118828317
6	118828360
6	118852698
6	118866419
6	118863220
6	118862675
6	119158886
6	119166399
6	119564367
6	119641655
6	119864536
6	119876370
6	120055556
6	120177957
6	120274682
6	120276084
6	120453228
6	120503929
6	120592869
6	120640847
6	120646875
6	120739147
6	120847548
6	120850512
6	120850625
6	120914317
6	120967725
6	120997582
6	121030920
6	121077818
6	121121049
6	121214384
6	121237996
6	121252891
6	121310497
6	121537235
6	121692704
6	121694144
6	121694254
6	121925775
6	121945505
6	122034529
6	122248366
6	122396311
6	122398586
6	122582898
6	122710814
6	123315131
6	123336768
6	123372768
6	123373205
6	123375159
6	123376383
6	123384275
6	123384636
6	123387220
6	123477376
6	123659297
6	124023338
6	124106930
6	124106954
6	124140175
6	124198300
6	124301310
6	124364134
6	124544334
6	124545703
6	124551789
6	124878078
6	124804662
6	124967343
6	124978263
6	125187777
6	125310340
6	125310634
6	125371151
6	125374510
6	125452957
6	125593444
6	125613458
6	125881396
6	125881497
6	125884828
6	125911044
6	125956353
6	125956508
6	125956786
6	126198568
6	126292422
6	126291322
6	126347178
6	126839267
6	126948222
6	127200702
6	127497332
6	127688760
6	127766955
6	127767355
6	127767466
6	127890417
6	127890725
6	127894752
6	127894804
6	127999745
6	128052948
6	128133534
6	128207560
6	128308192
6	128313753
6	128318578
6	128323197
6	128523638
6	128638446
6	128736209
6	129139474
6	129139792
6	129139869
6	129272650
6	129436903
6	129517562
6	129543449
6	129898568
6	129958321
6	129964430
6	129967587
6	129971613
6	129980213
6	130131604
6	130132330
6	130133933
6	130160278
6	130232936
6	130245391
6	130349418
6	130415338
6	130754308
6	130755882
6	130840928
6	130963881
6	131151816
6	131153506
6	131157755
6	131157837
6	131183861
6	131207987
6	131323440
6	131361013
6	131411390
6	131461332
6	131452156
6	131491857
6	131827195
6	131827302
6	131981702
6	131981932
6	131990301
6	132038806
6	132062672
6	132129731
6	132189856
6	132197782
6	132226089
6	132262040
6	132431129
6	132431872
6	132454941
6	132459391
6	132459598
6	132459650
6	132466652
6	132795124
6	132825333
6	132936691
6	132936718
6	132952774
6	132954623
6	132954737
6	132955099
6	132955128
6	132978054
6	132978767
6	133196703
6	133208338
6	133289571
6	133514256
6	133818381
6	133830586
6	133831860
6	133836167
6	133889409
6	134072317
6	134098356
6	134457858
6	134459689
6	134460941
6	134461413
6	134461547
6	134470742
6	134565997
6	134651274
6	134657125
6	134837229
6	134846181
6	134849492
6	134852222
6	134852249
6	134853244
6	134853358
6	134853935
6	134854148
6	134854905
6	134861234
6	134863316
6	134993081
6	135102390
6	135128415
6	135352458
6	135452015
6	135453174
6	135470951
6	135507562
6	135644553
6	135656502
6	135884236
6	135995415
6	136006812
6	136009675
6	136010712
6	136011893
6	136015790
6	136253167
6	136260330
6	136361247
6	136406351
6	136406682
6	136515652
6	136516136
6	137085347
6	137143684
6	137145217
6	137409827
6	137604936
6	137604198
6	137640614
6	137643371
6	137651193
6	137669995
6	137826260
6	137895000
6	137894947
6	137894797
6	137894750
6	137894485
6	137891561
6	138185941
6	138185969
6	138187169
6	138190337
6	138192415
6	138285126
6	138434614
6	138500624
6	138765012
6	138870143
6	138930012
6	138938538
6	138938604
6	138948934
6	138953729
6	138961892
6	139166959
6	139395661
6	139453906
6	139454745
6	139590976
6	139594776
6	139620998
6	139887714
6	139918178
6	139912054
6	139912029
6	140410439
6	140466248
6	140693501
6	140709052
6	140710034
6	140711781
6	140778098
6	140783987
6	140848748
6	140871676
6	140872399
6	141080410
6	141285027
6	141415711
6	141591405
6	141723969
6	141836942
6	141909772
6	142097298
6	142086756
6	142082858
6	142258171
6	142257034
6	142447154
6	142454412
6	142569088
6	142751257
6	142821565
6	142827352
6	143297300
6	143669101
6	143669123
6	143755195
6	143962014
6	143996179
6	144118775
6	144119580
6	144280610
6	144414492
6	144434661
6	144544719
6	144566992
6	144706446
6	144734060
6	144775768
6	144866709
6	144903878
6	145079810
6	145092320
6	145180751
6	145316684
6	145415363
6	145492015
6	145527756
6	146032314
6	146121096
6	146233924
6	146411055
6	146414935
6	146414965
6	146416112
6	146467282
6	146477678
6	146617565
6	146866581
6	146898846
6	147060300
6	147211705
6	147232374
6	147338068
6	147379762
6	147425476
6	147446537
6	147488394
6	147547657
6	148361327
6	148426848
6	148441977
6	148513637
6	148530168
6	148530193
6	148593517
6	148596583
6	148959761
6	148970569
6	148977370
6	149088675
6	149124456
6	149285652
6	149329133
6	149352345
6	149358067
6	149530462
6	149568113
6	150308567
6	150460798
6	150466053
6	150524749
6	150533123
6	150535012
6	150588022
6	150659217
6	150728889
6	150889413
6	151453347
6	151453408
6	151485987
6	151486586
6	151784505
6	151821952
6	151822140
6	152085633
6	152167281
6	152179335
6	152185781
6	152212776
6	152257087
6	152290610
6	152431553
6	152488897
6	152508130
6	152534741
6	153098500
6	153195968
6	153264786
6	153308161
6	153622964
6	153661994
6	153665962
6	153766198
6	154165732
6	154174708
6	154194879
6	154308584
6	154324212
6	154326722
6	154334748
6	154622744
6	154638547
6	154773394
6	154778995
6	154882403
6	154891236
6	155105540
6	155132330
6	155172301
6	155177651
6	155224452
6	155245033
6	155405743
6	155456993
6	155465955
6	155647497
6	155654988
6	156215515
6	156215907
6	156216138
6	156217807
6	156275895
6	156397371
6	156402525
6	156520079
6	156521281
6	156522327
6	156522763
6	156692942
6	156750062
6	156986095
6	157324459
6	157325070
6	157325669
6	157412669
6	157412747
6	157569615
6	157914306
6	158091836
6	158276383
6	158297788
6	158366537
6	158369685
6	158444832
6	159254703
6	159381451
6	159384518
6	159404894
6	159405032
6	159437692
6	159437737
6	159471535
6	159616948
6	159681296
6	159997424
6	160019304
6	160041172
6	160332253
6	160351794
6	160411245
6	160477017
6	160603599
6	160607964
6	160609340
6	160614704
6	160684473
6	161129447
6	161131219
6	161280391
